Fecha,CeBeCategoria,CeBe,Categoria,SumaML
2026-08-01,300064391Articulos Six,300064391,Articulos Six,386.12
2026-08-01,300064391CERVEZA-SIDRA,300064391,CERVEZA-SIDRA,185034.18
2026-08-01,300064391CIGARRO,300064391,CIGARRO,22459.25
2026-08-01,300064391ENCENDEDORES SIX,300064391,ENCENDEDORES SIX,849.99
2026-08-01,300064391REHIDRATANTES,300064391,REHIDRATANTES,1372.29
2026-08-01,300064391RTD,300064391,RTD,3379.57
2026-08-01,300064391SPIRITS,300064391,SPIRITS,6939.96
2026-08-01,300064391TAE,300064391,TAE,102.33
2026-08-01,300064935Articulos Six,300064935,Articulos Six,371.54
2026-08-01,300064935CERVEZA-SIDRA,300064935,CERVEZA-SIDRA,295203.05
2026-08-01,300064935CIGARRO,300064935,CIGARRO,63037.92
2026-08-01,300064935ENCENDEDORES SIX,300064935,ENCENDEDORES SIX,1329.30
2026-08-01,300064935FARMACIA,300064935,FARMACIA,189.64
2026-08-01,300064935REHIDRATANTES,300064935,REHIDRATANTES,1987.82
2026-08-01,300064935RTD,300064935,RTD,2154.29
2026-08-01,300064935SPIRITS,300064935,SPIRITS,5005.99
2026-08-01,300064935TAE,300064935,TAE,945.50
2026-08-01,300064936Articulos Six,300064936,Articulos Six,435.33
2026-08-01,300064936CERVEZA-SIDRA,300064936,CERVEZA-SIDRA,222631.54
2026-08-01,300064936CIGARRO,300064936,CIGARRO,17762.08
2026-08-01,300064936ENCENDEDORES SIX,300064936,ENCENDEDORES SIX,330.19
2026-08-01,300064936FARMACIA,300064936,FARMACIA,47.41
2026-08-01,300064936REHIDRATANTES,300064936,REHIDRATANTES,1008.41
2026-08-01,300064936RTD,300064936,RTD,1980.28
2026-08-01,300064936SPIRITS,300064936,SPIRITS,2866.33
2026-08-01,300064936TAE,300064936,TAE,450.54
2026-08-01,300064941Articulos Six,300064941,Articulos Six,453.43
2026-08-01,300064941CERVEZA-SIDRA,300064941,CERVEZA-SIDRA,102287.80
2026-08-01,300064941CIGARRO,300064941,CIGARRO,11900.85
2026-08-01,300064941ENCENDEDORES SIX,300064941,ENCENDEDORES SIX,411.21
2026-08-01,300064941FARMACIA,300064941,FARMACIA,229.30
2026-08-01,300064941REHIDRATANTES,300064941,REHIDRATANTES,660.41
2026-08-01,300064941RTD,300064941,RTD,1071.54
2026-08-01,300064941SPIRITS,300064941,SPIRITS,3253.74
2026-08-01,300064941TAE,300064941,TAE,255.88
2026-08-01,300064942Articulos Six,300064942,Articulos Six,946.55
2026-08-01,300064942CERVEZA-SIDRA,300064942,CERVEZA-SIDRA,111437.36
2026-08-01,300064942CIGARRO,300064942,CIGARRO,18882.77
2026-08-01,300064942ENCENDEDORES SIX,300064942,ENCENDEDORES SIX,820.70
2026-08-01,300064942FARMACIA,300064942,FARMACIA,348.26
2026-08-01,300064942REHIDRATANTES,300064942,REHIDRATANTES,589.23
2026-08-01,300064942RTD,300064942,RTD,1544.11
2026-08-01,300064942SIMS,300064942,SIMS,60.34
2026-08-01,300064942SPIRITS,300064942,SPIRITS,1295.32
2026-08-01,300064942TAE,300064942,TAE,661.94
2026-08-01,300064950Articulos Six,300064950,Articulos Six,274.13
2026-08-01,300064950CERVEZA-SIDRA,300064950,CERVEZA-SIDRA,255912.55
2026-08-01,300064950CIGARRO,300064950,CIGARRO,42571.58
2026-08-01,300064950ENCENDEDORES SIX,300064950,ENCENDEDORES SIX,1450.03
2026-08-01,300064950FARMACIA,300064950,FARMACIA,222.40
2026-08-01,300064950REHIDRATANTES,300064950,REHIDRATANTES,2090.65
2026-08-01,300064950RTD,300064950,RTD,5197.92
2026-08-01,300064950SPIRITS,300064950,SPIRITS,4096.78
2026-08-01,300064950TAE,300064950,TAE,877.35
2026-08-01,300065072Articulos Six,300065072,Articulos Six,230.56
2026-08-01,300065072CERVEZA-SIDRA,300065072,CERVEZA-SIDRA,430742.50
2026-08-01,300065072CIGARRO,300065072,CIGARRO,59787.08
2026-08-01,300065072ENCENDEDORES SIX,300065072,ENCENDEDORES SIX,641.67
2026-08-01,300065072FARMACIA,300065072,FARMACIA,151.86
2026-08-01,300065072REHIDRATANTES,300065072,REHIDRATANTES,1767.86
2026-08-01,300065072RTD,300065072,RTD,7839.27
2026-08-01,300065072SPIRITS,300065072,SPIRITS,7382.50
2026-08-01,300065072TAE,300065072,TAE,496.92
2026-08-01,300065073CERVEZA-SIDRA,300065073,CERVEZA-SIDRA,456200.21
2026-08-01,300065073CIGARRO,300065073,CIGARRO,43201.85
2026-08-01,300065073ENCENDEDORES SIX,300065073,ENCENDEDORES SIX,116.65
2026-08-01,300065073FARMACIA,300065073,FARMACIA,68.52
2026-08-01,300065073REHIDRATANTES,300065073,REHIDRATANTES,1894.28
2026-08-01,300065073RTD,300065073,RTD,6847.57
2026-08-01,300065073SPIRITS,300065073,SPIRITS,11270.49
2026-08-01,300065073TAE,300065073,TAE,596.79
2026-08-01,300065074CERVEZA-SIDRA,300065074,CERVEZA-SIDRA,130145.89
2026-08-01,300065074CIGARRO,300065074,CIGARRO,14183.34
2026-08-01,300065074ENCENDEDORES SIX,300065074,ENCENDEDORES SIX,416.66
2026-08-01,300065074REHIDRATANTES,300065074,REHIDRATANTES,1560.50
2026-08-01,300065074RTD,300065074,RTD,4454.18
2026-08-01,300065074SPIRITS,300065074,SPIRITS,6572.52
2026-08-01,300065074TAE,300065074,TAE,563.29
2026-08-01,300065076Articulos Six,300065076,Articulos Six,127.78
2026-08-01,300065076CERVEZA-SIDRA,300065076,CERVEZA-SIDRA,82454.18
2026-08-01,300065076CIGARRO,300065076,CIGARRO,10370.38
2026-08-01,300065076ENCENDEDORES SIX,300065076,ENCENDEDORES SIX,141.66
2026-08-01,300065076FARMACIA,300065076,FARMACIA,119.45
2026-08-01,300065076REHIDRATANTES,300065076,REHIDRATANTES,159.21
2026-08-01,300065076TAE,300065076,TAE,93.05
2026-08-01,300065089Articulos Six,300065089,Articulos Six,582.42
2026-08-01,300065089CERVEZA-SIDRA,300065089,CERVEZA-SIDRA,274789.19
2026-08-01,300065089CIGARRO,300065089,CIGARRO,33485.17
2026-08-01,300065089ENCENDEDORES SIX,300065089,ENCENDEDORES SIX,249.07
2026-08-01,300065089FARMACIA,300065089,FARMACIA,75.93
2026-08-01,300065089REHIDRATANTES,300065089,REHIDRATANTES,1202.64
2026-08-01,300065089RTD,300065089,RTD,5129.91
2026-08-01,300065089SPIRITS,300065089,SPIRITS,6658.18
2026-08-01,300065089TAE,300065089,TAE,424.35
2026-08-01,300065096Articulos Six,300065096,Articulos Six,520.38
2026-08-01,300065096CERVEZA-SIDRA,300065096,CERVEZA-SIDRA,350469.92
2026-08-01,300065096CIGARRO,300065096,CIGARRO,53783.29
2026-08-01,300065096ENCENDEDORES SIX,300065096,ENCENDEDORES SIX,775.91
2026-08-01,300065096FARMACIA,300065096,FARMACIA,68.52
2026-08-01,300065096REHIDRATANTES,300065096,REHIDRATANTES,1560.49
2026-08-01,300065096RTD,300065096,RTD,5596.21
2026-08-01,300065096SPIRITS,300065096,SPIRITS,9806.57
2026-08-01,300065096TAE,300065096,TAE,600.52
2026-08-01,300065122Articulos Six,300065122,Articulos Six,180.56
2026-08-01,300065122CERVEZA-SIDRA,300065122,CERVEZA-SIDRA,141452.39
2026-08-01,300065122CIGARRO,300065122,CIGARRO,52237.06
2026-08-01,300065122ENCENDEDORES SIX,300065122,ENCENDEDORES SIX,1677.78
2026-08-01,300065122FARMACIA,300065122,FARMACIA,68.52
2026-08-01,300065122REHIDRATANTES,300065122,REHIDRATANTES,1323.58
2026-08-01,300065122RTD,300065122,RTD,3774.44
2026-08-01,300065122SPIRITS,300065122,SPIRITS,4569.21
2026-08-01,300065122TAE,300065122,TAE,282.26
2026-08-01,300065151CERVEZA-SIDRA,300065151,CERVEZA-SIDRA,251012.65
2026-08-01,300065151CIGARRO,300065151,CIGARRO,6934.28
2026-08-01,300065151ENCENDEDORES SIX,300065151,ENCENDEDORES SIX,161.12
2026-08-01,300065151REHIDRATANTES,300065151,REHIDRATANTES,1459.29
2026-08-01,300065151TAE,300065151,TAE,272.32
2026-08-01,300065236Articulos Six,300065236,Articulos Six,127.78
2026-08-01,300065236CERVEZA-SIDRA,300065236,CERVEZA-SIDRA,695414.10
2026-08-01,300065236CIGARRO,300065236,CIGARRO,76746.31
2026-08-01,300065236ENCENDEDORES SIX,300065236,ENCENDEDORES SIX,1097.20
2026-08-01,300065236FARMACIA,300065236,FARMACIA,393.53
2026-08-01,300065236REHIDRATANTES,300065236,REHIDRATANTES,1551.21
2026-08-01,300065236RTD,300065236,RTD,11838.43
2026-08-01,300065236SPIRITS,300065236,SPIRITS,24842.42
2026-08-01,300065236TAE,300065236,TAE,806.48
2026-08-01,300065451CERVEZA-SIDRA,300065451,CERVEZA-SIDRA,102020.02
2026-08-01,300065451CIGARRO,300065451,CIGARRO,26400.94
2026-08-01,300065451ENCENDEDORES SIX,300065451,ENCENDEDORES SIX,801.87
2026-08-01,300065451REHIDRATANTES,300065451,REHIDRATANTES,580.00
2026-08-01,300065451RTD,300065451,RTD,81.24
2026-08-01,300065451SPIRITS,300065451,SPIRITS,97.14
2026-08-01,300065451TAE,300065451,TAE,155.10
2026-08-01,300065495Articulos Six,300065495,Articulos Six,269.45
2026-08-01,300065495CERVEZA-SIDRA,300065495,CERVEZA-SIDRA,258656.55
2026-08-01,300065495CIGARRO,300065495,CIGARRO,24238.87
2026-08-01,300065495ENCENDEDORES SIX,300065495,ENCENDEDORES SIX,905.57
2026-08-01,300065495FARMACIA,300065495,FARMACIA,152.78
2026-08-01,300065495REHIDRATANTES,300065495,REHIDRATANTES,976.15
2026-08-01,300065495RTD,300065495,RTD,1185.15
2026-08-01,300065495SPIRITS,300065495,SPIRITS,2179.24
2026-08-01,300065495TAE,300065495,TAE,179.26
2026-08-01,300065548Articulos Six,300065548,Articulos Six,137.97
2026-08-01,300065548CERVEZA-SIDRA,300065548,CERVEZA-SIDRA,328141.23
2026-08-01,300065548CIGARRO,300065548,CIGARRO,34958.38
2026-08-01,300065548ENCENDEDORES SIX,300065548,ENCENDEDORES SIX,53.70
2026-08-01,300065548REHIDRATANTES,300065548,REHIDRATANTES,2014.11
2026-08-01,300065548RTD,300065548,RTD,2612.85
2026-08-01,300065548SPIRITS,300065548,SPIRITS,3939.10
2026-08-01,300065548TAE,300065548,TAE,496.33
2026-08-01,300065551Articulos Six,300065551,Articulos Six,191.67
2026-08-01,300065551CERVEZA-SIDRA,300065551,CERVEZA-SIDRA,512749.44
2026-08-01,300065551CIGARRO,300065551,CIGARRO,70815.72
2026-08-01,300065551REHIDRATANTES,300065551,REHIDRATANTES,2581.00
2026-08-01,300065551RTD,300065551,RTD,5370.25
2026-08-01,300065551SPIRITS,300065551,SPIRITS,2407.01
2026-08-01,300065551TAE,300065551,TAE,451.61
2026-08-01,300065614Articulos Six,300065614,Articulos Six,246.55
2026-08-01,300065614CERVEZA-SIDRA,300065614,CERVEZA-SIDRA,297567.70
2026-08-01,300065614CIGARRO,300065614,CIGARRO,40887.06
2026-08-01,300065614ENCENDEDORES SIX,300065614,ENCENDEDORES SIX,983.59
2026-08-01,300065614FARMACIA,300065614,FARMACIA,175.00
2026-08-01,300065614REHIDRATANTES,300065614,REHIDRATANTES,1359.06
2026-08-01,300065614RTD,300065614,RTD,4405.91
2026-08-01,300065614SPIRITS,300065614,SPIRITS,3112.06
2026-08-01,300065614TAE,300065614,TAE,266.84
2026-08-01,300065684CERVEZA-SIDRA,300065684,CERVEZA-SIDRA,121255.77
2026-08-01,300065684CIGARRO,300065684,CIGARRO,10616.68
2026-08-01,300065684ENCENDEDORES SIX,300065684,ENCENDEDORES SIX,19.44
2026-08-01,300065684REHIDRATANTES,300065684,REHIDRATANTES,145.00
2026-08-01,300065684RTD,300065684,RTD,491.53
2026-08-01,300065684SPIRITS,300065684,SPIRITS,5102.25
2026-08-01,300065684TAE,300065684,TAE,81.88
2026-08-01,300065749Articulos Six,300065749,Articulos Six,847.23
2026-08-01,300065749CERVEZA-SIDRA,300065749,CERVEZA-SIDRA,102632.42
2026-08-01,300065749CIGARRO,300065749,CIGARRO,9099.05
2026-08-01,300065749ENCENDEDORES SIX,300065749,ENCENDEDORES SIX,453.72
2026-08-01,300065749FARMACIA,300065749,FARMACIA,68.52
2026-08-01,300065749REHIDRATANTES,300065749,REHIDRATANTES,541.14
2026-08-01,300065749RTD,300065749,RTD,3179.43
2026-08-01,300065749SPIRITS,300065749,SPIRITS,3075.33
2026-08-01,300065749TAE,300065749,TAE,37.21
2026-08-01,300065805Articulos Six,300065805,Articulos Six,158.34
2026-08-01,300065805CERVEZA-SIDRA,300065805,CERVEZA-SIDRA,224501.99
2026-08-01,300065805CIGARRO,300065805,CIGARRO,61609.26
2026-08-01,300065805ENCENDEDORES SIX,300065805,ENCENDEDORES SIX,2664.81
2026-08-01,300065805FARMACIA,300065805,FARMACIA,101.86
2026-08-01,300065805REHIDRATANTES,300065805,REHIDRATANTES,2686.01
2026-08-01,300065805RTD,300065805,RTD,3758.68
2026-08-01,300065805SPIRITS,300065805,SPIRITS,6497.64
2026-08-01,300065805TAE,300065805,TAE,715.93
2026-08-01,300065981Articulos Six,300065981,Articulos Six,77.78
2026-08-01,300065981CERVEZA-SIDRA,300065981,CERVEZA-SIDRA,165349.56
2026-08-01,300065981CIGARRO,300065981,CIGARRO,36355.57
2026-08-01,300065981ENCENDEDORES SIX,300065981,ENCENDEDORES SIX,1143.51
2026-08-01,300065981FARMACIA,300065981,FARMACIA,50.93
2026-08-01,300065981REHIDRATANTES,300065981,REHIDRATANTES,1532.07
2026-08-01,300065981RTD,300065981,RTD,5317.63
2026-08-01,300065981SPIRITS,300065981,SPIRITS,2643.05
2026-08-01,300065981TAE,300065981,TAE,231.99
2026-08-01,300065983Articulos Six,300065983,Articulos Six,749.09
2026-08-01,300065983CERVEZA-SIDRA,300065983,CERVEZA-SIDRA,141241.54
2026-08-01,300065983CIGARRO,300065983,CIGARRO,74077.74
2026-08-01,300065983ENCENDEDORES SIX,300065983,ENCENDEDORES SIX,2407.43
2026-08-01,300065983FARMACIA,300065983,FARMACIA,254.64
2026-08-01,300065983REHIDRATANTES,300065983,REHIDRATANTES,3549.41
2026-08-01,300065983RTD,300065983,RTD,4799.03
2026-08-01,300065983SPIRITS,300065983,SPIRITS,7106.65
2026-08-01,300065983TAE,300065983,TAE,449.16
2026-08-01,300065984Articulos Six,300065984,Articulos Six,264.82
2026-08-01,300065984CERVEZA-SIDRA,300065984,CERVEZA-SIDRA,275078.32
2026-08-01,300065984CIGARRO,300065984,CIGARRO,70300.93
2026-08-01,300065984ENCENDEDORES SIX,300065984,ENCENDEDORES SIX,1436.13
2026-08-01,300065984FARMACIA,300065984,FARMACIA,170.38
2026-08-01,300065984REHIDRATANTES,300065984,REHIDRATANTES,584.36
2026-08-01,300065984RTD,300065984,RTD,1383.25
2026-08-01,300065984SPIRITS,300065984,SPIRITS,2429.04
2026-08-01,300065984TAE,300065984,TAE,401.39
2026-08-01,300065985Articulos Six,300065985,Articulos Six,1015.76
2026-08-01,300065985CERVEZA-SIDRA,300065985,CERVEZA-SIDRA,353127.03
2026-08-01,300065985CIGARRO,300065985,CIGARRO,75624.04
2026-08-01,300065985ENCENDEDORES SIX,300065985,ENCENDEDORES SIX,640.75
2026-08-01,300065985FARMACIA,300065985,FARMACIA,274.08
2026-08-01,300065985REHIDRATANTES,300065985,REHIDRATANTES,2598.47
2026-08-01,300065985RTD,300065985,RTD,4562.78
2026-08-01,300065985SPIRITS,300065985,SPIRITS,3034.40
2026-08-01,300065985TAE,300065985,TAE,945.47
2026-08-01,300066170Articulos Six,300066170,Articulos Six,996.31
2026-08-01,300066170CERVEZA-SIDRA,300066170,CERVEZA-SIDRA,183251.37
2026-08-01,300066170CIGARRO,300066170,CIGARRO,31871.29
2026-08-01,300066170ENCENDEDORES SIX,300066170,ENCENDEDORES SIX,617.56
2026-08-01,300066170REHIDRATANTES,300066170,REHIDRATANTES,1072.42
2026-08-01,300066170RTD,300066170,RTD,3817.64
2026-08-01,300066170SPIRITS,300066170,SPIRITS,1128.61
2026-08-01,300066170TAE,300066170,TAE,757.48
2026-08-01,300066174CERVEZA-SIDRA,300066174,CERVEZA-SIDRA,495674.27
2026-08-01,300066174CIGARRO,300066174,CIGARRO,101137.98
2026-08-01,300066174ENCENDEDORES SIX,300066174,ENCENDEDORES SIX,348.12
2026-08-01,300066174FARMACIA,300066174,FARMACIA,101.86
2026-08-01,300066174REHIDRATANTES,300066174,REHIDRATANTES,1984.00
2026-08-01,300066174RTD,300066174,RTD,5044.77
2026-08-01,300066174SPIRITS,300066174,SPIRITS,2980.17
2026-08-01,300066174TAE,300066174,TAE,317.01
2026-08-01,300066240Articulos Six,300066240,Articulos Six,308.34
2026-08-01,300066240CERVEZA-SIDRA,300066240,CERVEZA-SIDRA,776819.92
2026-08-01,300066240CIGARRO,300066240,CIGARRO,37981.49
2026-08-01,300066240ENCENDEDORES SIX,300066240,ENCENDEDORES SIX,855.57
2026-08-01,300066240FARMACIA,300066240,FARMACIA,119.45
2026-08-01,300066240REHIDRATANTES,300066240,REHIDRATANTES,2555.78
2026-08-01,300066240RTD,300066240,RTD,10957.84
2026-08-01,300066240SPIRITS,300066240,SPIRITS,17822.02
2026-08-01,300066240TAE,300066240,TAE,825.07
2026-08-01,300066290Articulos Six,300066290,Articulos Six,569.45
2026-08-01,300066290CERVEZA-SIDRA,300066290,CERVEZA-SIDRA,251045.44
2026-08-01,300066290CIGARRO,300066290,CIGARRO,29302.75
2026-08-01,300066290ENCENDEDORES SIX,300066290,ENCENDEDORES SIX,813.87
2026-08-01,300066290FARMACIA,300066290,FARMACIA,205.56
2026-08-01,300066290REHIDRATANTES,300066290,REHIDRATANTES,1280.35
2026-08-01,300066290RTD,300066290,RTD,2999.45
2026-08-01,300066290SPIRITS,300066290,SPIRITS,3088.53
2026-08-01,300066290TAE,300066290,TAE,132.11
2026-08-01,300066307Articulos Six,300066307,Articulos Six,498.16
2026-08-01,300066307CERVEZA-SIDRA,300066307,CERVEZA-SIDRA,286745.87
2026-08-01,300066307CIGARRO,300066307,CIGARRO,33098.14
2026-08-01,300066307ENCENDEDORES SIX,300066307,ENCENDEDORES SIX,971.30
2026-08-01,300066307FARMACIA,300066307,FARMACIA,119.45
2026-08-01,300066307REHIDRATANTES,300066307,REHIDRATANTES,1507.43
2026-08-01,300066307RTD,300066307,RTD,4249.15
2026-08-01,300066307SPIRITS,300066307,SPIRITS,4368.64
2026-08-01,300066307TAE,300066307,TAE,629.07
2026-08-01,300066624Articulos Six,300066624,Articulos Six,181.04
2026-08-01,300066624CERVEZA-SIDRA,300066624,CERVEZA-SIDRA,830244.62
2026-08-01,300066624CIGARRO,300066624,CIGARRO,60916.38
2026-08-01,300066624ENCENDEDORES SIX,300066624,ENCENDEDORES SIX,1493.95
2026-08-01,300066624FARMACIA,300066624,FARMACIA,94.83
2026-08-01,300066624REHIDRATANTES,300066624,REHIDRATANTES,2059.00
2026-08-01,300066624RTD,300066624,RTD,13173.50
2026-08-01,300066624SPIRITS,300066624,SPIRITS,11093.14
2026-08-01,300066624TAE,300066624,TAE,571.80
2026-08-01,300066693Articulos Six,300066693,Articulos Six,937.04
2026-08-01,300066693CERVEZA-SIDRA,300066693,CERVEZA-SIDRA,87398.11
2026-08-01,300066693CIGARRO,300066693,CIGARRO,3835.19
2026-08-01,300066693ENCENDEDORES SIX,300066693,ENCENDEDORES SIX,194.42
2026-08-01,300066693REHIDRATANTES,300066693,REHIDRATANTES,275.21
2026-08-01,300066693TAE,300066693,TAE,71.94
2026-08-01,300066735Articulos Six,300066735,Articulos Six,239.82
2026-08-01,300066735CERVEZA-SIDRA,300066735,CERVEZA-SIDRA,280265.17
2026-08-01,300066735CIGARRO,300066735,CIGARRO,15591.68
2026-08-01,300066735ENCENDEDORES SIX,300066735,ENCENDEDORES SIX,187.94
2026-08-01,300066735REHIDRATANTES,300066735,REHIDRATANTES,1294.58
2026-08-01,300066735RTD,300066735,RTD,2910.21
2026-08-01,300066735SPIRITS,300066735,SPIRITS,1355.49
2026-08-01,300066735TAE,300066735,TAE,147.63
2026-08-01,300066756Articulos Six,300066756,Articulos Six,849.08
2026-08-01,300066756CERVEZA-SIDRA,300066756,CERVEZA-SIDRA,93647.72
2026-08-01,300066756CIGARRO,300066756,CIGARRO,24410.20
2026-08-01,300066756ENCENDEDORES SIX,300066756,ENCENDEDORES SIX,915.72
2026-08-01,300066756FARMACIA,300066756,FARMACIA,50.93
2026-08-01,300066756REHIDRATANTES,300066756,REHIDRATANTES,1502.51
2026-08-01,300066756RTD,300066756,RTD,4067.00
2026-08-01,300066756SPIRITS,300066756,SPIRITS,7743.42
2026-08-01,300066756TAE,300066756,TAE,410.11
2026-08-01,300066843Articulos Six,300066843,Articulos Six,822.24
2026-08-01,300066843CERVEZA-SIDRA,300066843,CERVEZA-SIDRA,689928.04
2026-08-01,300066843CIGARRO,300066843,CIGARRO,83931.50
2026-08-01,300066843ENCENDEDORES SIX,300066843,ENCENDEDORES SIX,2221.27
2026-08-01,300066843FARMACIA,300066843,FARMACIA,256.48
2026-08-01,300066843REHIDRATANTES,300066843,REHIDRATANTES,4047.91
2026-08-01,300066843RTD,300066843,RTD,9940.73
2026-08-01,300066843SPIRITS,300066843,SPIRITS,15662.68
2026-08-01,300066843TAE,300066843,TAE,1006.90
2026-08-01,300066858Articulos Six,300066858,Articulos Six,180.56
2026-08-01,300066858CERVEZA-SIDRA,300066858,CERVEZA-SIDRA,169948.09
2026-08-01,300066858CIGARRO,300066858,CIGARRO,45136.10
2026-08-01,300066858ENCENDEDORES SIX,300066858,ENCENDEDORES SIX,689.81
2026-08-01,300066858REHIDRATANTES,300066858,REHIDRATANTES,1541.36
2026-08-01,300066858RTD,300066858,RTD,2425.94
2026-08-01,300066858TAE,300066858,TAE,208.45
2026-08-01,300066922Articulos Six,300066922,Articulos Six,71.30
2026-08-01,300066922CERVEZA-SIDRA,300066922,CERVEZA-SIDRA,80544.44
2026-08-01,300066922CIGARRO,300066922,CIGARRO,19287.02
2026-08-01,300066922ENCENDEDORES SIX,300066922,ENCENDEDORES SIX,1335.18
2026-08-01,300066922REHIDRATANTES,300066922,REHIDRATANTES,116.00
2026-08-01,300066922RTD,300066922,RTD,692.63
2026-08-01,300066922SPIRITS,300066922,SPIRITS,1929.19
2026-08-01,300066922TAE,300066922,TAE,121.57
2026-08-01,300067038Articulos Six,300067038,Articulos Six,191.67
2026-08-01,300067038CERVEZA-SIDRA,300067038,CERVEZA-SIDRA,411081.22
2026-08-01,300067038CIGARRO,300067038,CIGARRO,44714.78
2026-08-01,300067038ENCENDEDORES SIX,300067038,ENCENDEDORES SIX,1634.26
2026-08-01,300067038FARMACIA,300067038,FARMACIA,50.93
2026-08-01,300067038REHIDRATANTES,300067038,REHIDRATANTES,1714.24
2026-08-01,300067038RTD,300067038,RTD,3632.95
2026-08-01,300067038SPIRITS,300067038,SPIRITS,10527.48
2026-08-01,300067038TAE,300067038,TAE,478.95
2026-08-01,300067095Articulos Six,300067095,Articulos Six,1943.55
2026-08-01,300067095CERVEZA-SIDRA,300067095,CERVEZA-SIDRA,182380.88
2026-08-01,300067095CIGARRO,300067095,CIGARRO,31264.81
2026-08-01,300067095ENCENDEDORES SIX,300067095,ENCENDEDORES SIX,774.07
2026-08-01,300067095REHIDRATANTES,300067095,REHIDRATANTES,1111.29
2026-08-01,300067095TAE,300067095,TAE,575.08
2026-08-01,300067132Articulos Six,300067132,Articulos Six,1298.16
2026-08-01,300067132CERVEZA-SIDRA,300067132,CERVEZA-SIDRA,284821.36
2026-08-01,300067132CIGARRO,300067132,CIGARRO,50325.02
2026-08-01,300067132ENCENDEDORES SIX,300067132,ENCENDEDORES SIX,765.75
2026-08-01,300067132FARMACIA,300067132,FARMACIA,323.17
2026-08-01,300067132REHIDRATANTES,300067132,REHIDRATANTES,647.30
2026-08-01,300067132RTD,300067132,RTD,3132.36
2026-08-01,300067132SPIRITS,300067132,SPIRITS,13706.29
2026-08-01,300067132TAE,300067132,TAE,476.46
2026-08-01,300067150CERVEZA-SIDRA,300067150,CERVEZA-SIDRA,442185.17
2026-08-01,300067150CIGARRO,300067150,CIGARRO,64909.24
2026-08-01,300067150ENCENDEDORES SIX,300067150,ENCENDEDORES SIX,618.54
2026-08-01,300067150FARMACIA,300067150,FARMACIA,323.16
2026-08-01,300067150REHIDRATANTES,300067150,REHIDRATANTES,2831.02
2026-08-01,300067150RTD,300067150,RTD,4330.04
2026-08-01,300067150SPIRITS,300067150,SPIRITS,2311.88
2026-08-01,300067150TAE,300067150,TAE,1027.39
2026-08-01,300067162Articulos Six,300067162,Articulos Six,701.86
2026-08-01,300067162CERVEZA-SIDRA,300067162,CERVEZA-SIDRA,328852.41
2026-08-01,300067162CIGARRO,300067162,CIGARRO,76379.62
2026-08-01,300067162ENCENDEDORES SIX,300067162,ENCENDEDORES SIX,111.12
2026-08-01,300067162FARMACIA,300067162,FARMACIA,101.86
2026-08-01,300067162REHIDRATANTES,300067162,REHIDRATANTES,2004.25
2026-08-01,300067162RTD,300067162,RTD,4354.87
2026-08-01,300067162SPIRITS,300067162,SPIRITS,4797.18
2026-08-01,300067162TAE,300067162,TAE,593.09
2026-08-01,300067170Articulos Six,300067170,Articulos Six,670.39
2026-08-01,300067170CERVEZA-SIDRA,300067170,CERVEZA-SIDRA,388734.06
2026-08-01,300067170CIGARRO,300067170,CIGARRO,38280.54
2026-08-01,300067170ENCENDEDORES SIX,300067170,ENCENDEDORES SIX,561.10
2026-08-01,300067170FARMACIA,300067170,FARMACIA,101.86
2026-08-01,300067170REHIDRATANTES,300067170,REHIDRATANTES,2323.79
2026-08-01,300067170RTD,300067170,RTD,11036.65
2026-08-01,300067170SPIRITS,300067170,SPIRITS,16778.29
2026-08-01,300067170TAE,300067170,TAE,600.53
2026-08-01,300067181Articulos Six,300067181,Articulos Six,116.67
2026-08-01,300067181CERVEZA-SIDRA,300067181,CERVEZA-SIDRA,115114.38
2026-08-01,300067181CIGARRO,300067181,CIGARRO,24483.33
2026-08-01,300067181ENCENDEDORES SIX,300067181,ENCENDEDORES SIX,932.39
2026-08-01,300067181REHIDRATANTES,300067181,REHIDRATANTES,1632.72
2026-08-01,300067181RTD,300067181,RTD,2301.19
2026-08-01,300067181SPIRITS,300067181,SPIRITS,4353.09
2026-08-01,300067181TAE,300067181,TAE,181.12
2026-08-01,300067190Articulos Six,300067190,Articulos Six,141.67
2026-08-01,300067190CERVEZA-SIDRA,300067190,CERVEZA-SIDRA,297900.13
2026-08-01,300067190CIGARRO,300067190,CIGARRO,56402.76
2026-08-01,300067190ENCENDEDORES SIX,300067190,ENCENDEDORES SIX,599.08
2026-08-01,300067190FARMACIA,300067190,FARMACIA,68.52
2026-08-01,300067190REHIDRATANTES,300067190,REHIDRATANTES,2444.71
2026-08-01,300067190RTD,300067190,RTD,5938.65
2026-08-01,300067190SPIRITS,300067190,SPIRITS,7610.58
2026-08-01,300067190TAE,300067190,TAE,871.02
2026-08-01,300067206Articulos Six,300067206,Articulos Six,612.05
2026-08-01,300067206CERVEZA-SIDRA,300067206,CERVEZA-SIDRA,151836.98
2026-08-01,300067206CIGARRO,300067206,CIGARRO,48412.96
2026-08-01,300067206ENCENDEDORES SIX,300067206,ENCENDEDORES SIX,969.46
2026-08-01,300067206FARMACIA,300067206,FARMACIA,68.52
2026-08-01,300067206REHIDRATANTES,300067206,REHIDRATANTES,2314.51
2026-08-01,300067206TAE,300067206,TAE,223.32
2026-08-01,300067223Articulos Six,300067223,Articulos Six,230.56
