Fecha,CeBeCategoria,CeBe,Categoria,SumaML
2026-08-01,301114401ENCENDEDORES SIX,301114401,ENCENDEDORES SIX,748.27
2026-08-01,301114401REHIDRATANTES,301114401,REHIDRATANTES,1813.82
2026-08-01,301114401RTD,301114401,RTD,4161.03
2026-08-01,301114401SPIRITS,301114401,SPIRITS,2717.29
2026-08-01,301114401TAE,301114401,TAE,103.39
2026-08-01,301114410Articulos Six,301114410,Articulos Six,5051.85
2026-08-01,301114410CERVEZA-SIDRA,301114410,CERVEZA-SIDRA,75405.81
2026-08-01,301114410CIGARRO,301114410,CIGARRO,25878.70
2026-08-01,301114410ENCENDEDORES SIX,301114410,ENCENDEDORES SIX,685.18
2026-08-01,301114410FARMACIA,301114410,FARMACIA,2537.97
2026-08-01,301114410REHIDRATANTES,301114410,REHIDRATANTES,1080.07
2026-08-01,301114410RTD,301114410,RTD,16973.48
2026-08-01,301114410SIMS,301114410,SIMS,324.08
2026-08-01,301114415CERVEZA-SIDRA,301114415,CERVEZA-SIDRA,300027.32
2026-08-01,301114415CIGARRO,301114415,CIGARRO,15813.77
2026-08-01,301114415ENCENDEDORES SIX,301114415,ENCENDEDORES SIX,168.12
2026-08-01,301114415REHIDRATANTES,301114415,REHIDRATANTES,868.71
2026-08-01,301114415RTD,301114415,RTD,7495.36
2026-08-01,301114415TAE,301114415,TAE,405.49
2026-08-01,301114424Articulos Six,301114424,Articulos Six,791.38
2026-08-01,301114424CERVEZA-SIDRA,301114424,CERVEZA-SIDRA,109838.84
2026-08-01,301114424CIGARRO,301114424,CIGARRO,17912.08
2026-08-01,301114424ENCENDEDORES SIX,301114424,ENCENDEDORES SIX,434.48
2026-08-01,301114424REHIDRATANTES,301114424,REHIDRATANTES,2436.00
2026-08-01,301114424RTD,301114424,RTD,1148.28
2026-08-01,301114424SPIRITS,301114424,SPIRITS,4334.01
2026-08-01,301114459CERVEZA-SIDRA,301114459,CERVEZA-SIDRA,118021.53
2026-08-01,301114459CIGARRO,301114459,CIGARRO,1394.81
2026-08-01,301114459ENCENDEDORES SIX,301114459,ENCENDEDORES SIX,58.63
2026-08-01,301114459FARMACIA,301114459,FARMACIA,111.21
2026-08-01,301114459REHIDRATANTES,301114459,REHIDRATANTES,457.41
2026-08-01,301114459RTD,301114459,RTD,668.67
2026-08-01,301114459TAE,301114459,TAE,45.09
2026-08-01,301114466CERVEZA-SIDRA,301114466,CERVEZA-SIDRA,82733.14
2026-08-01,301114466CIGARRO,301114466,CIGARRO,3393.10
2026-08-01,301114466ENCENDEDORES SIX,301114466,ENCENDEDORES SIX,40.52
2026-08-01,301114466REHIDRATANTES,301114466,REHIDRATANTES,1017.65
2026-08-01,301114466RTD,301114466,RTD,6180.88
2026-08-01,301114466TAE,301114466,TAE,117.85
2026-08-01,301114468CERVEZA-SIDRA,301114468,CERVEZA-SIDRA,236379.81
2026-08-01,301114468CIGARRO,301114468,CIGARRO,3245.69
2026-08-01,301114468ENCENDEDORES SIX,301114468,ENCENDEDORES SIX,33.63
2026-08-01,301114468REHIDRATANTES,301114468,REHIDRATANTES,263.65
2026-08-01,301114468RTD,301114468,RTD,4225.13
2026-08-01,301114468TAE,301114468,TAE,278.96
2026-08-01,301114596Articulos Six,301114596,Articulos Six,310.33
2026-08-01,301114596CERVEZA-SIDRA,301114596,CERVEZA-SIDRA,201950.21
2026-08-01,301114596CIGARRO,301114596,CIGARRO,910.36
2026-08-01,301114596FARMACIA,301114596,FARMACIA,70.69
2026-08-01,301114596REHIDRATANTES,301114596,REHIDRATANTES,794.89
2026-08-01,301114596RTD,301114596,RTD,7336.09
2026-08-01,301114596SPIRITS,301114596,SPIRITS,7116.00
2026-08-01,301114596TAE,301114596,TAE,117.85
2026-08-01,301114871Articulos Six,301114871,Articulos Six,361.12
2026-08-01,301114871CERVEZA-SIDRA,301114871,CERVEZA-SIDRA,420955.55
2026-08-01,301114871CIGARRO,301114871,CIGARRO,39973.15
2026-08-01,301114871ENCENDEDORES SIX,301114871,ENCENDEDORES SIX,1031.49
2026-08-01,301114871FARMACIA,301114871,FARMACIA,272.23
2026-08-01,301114871REHIDRATANTES,301114871,REHIDRATANTES,96.29
2026-08-01,301114871RTD,301114871,RTD,4499.19
2026-08-01,301114871SPIRITS,301114871,SPIRITS,10275.93
2026-08-01,301114871TAE,301114871,TAE,477.08
2026-08-01,301115462Articulos Six,301115462,Articulos Six,77.78
2026-08-01,301115462CERVEZA-SIDRA,301115462,CERVEZA-SIDRA,5002.78
2026-08-01,301115462CIGARRO,301115462,CIGARRO,321.30
2026-08-01,301115462RTD,301115462,RTD,83.44
2026-08-01,301115462SPIRITS,301115462,SPIRITS,173.68
2026-08-01,301115462TAE,301115462,TAE,3.10
2026-08-01,301115512Articulos Six,301115512,Articulos Six,224.13
2026-08-01,301115512CERVEZA-SIDRA,301115512,CERVEZA-SIDRA,128377.00
2026-08-01,301115512CIGARRO,301115512,CIGARRO,15274.17
2026-08-01,301115512FARMACIA,301115512,FARMACIA,142.23
2026-08-01,301115512REHIDRATANTES,301115512,REHIDRATANTES,618.24
2026-08-01,301115512RTD,301115512,RTD,3018.29
2026-08-01,301115512SPIRITS,301115512,SPIRITS,1686.27
2026-08-01,301115512TAE,301115512,TAE,262.82
2026-08-01,301115517Articulos Six,301115517,Articulos Six,72.42
2026-08-01,301115517CERVEZA-SIDRA,301115517,CERVEZA-SIDRA,135900.94
2026-08-01,301115517CIGARRO,301115517,CIGARRO,9062.92
2026-08-01,301115517ENCENDEDORES SIX,301115517,ENCENDEDORES SIX,211.20
2026-08-01,301115517FARMACIA,301115517,FARMACIA,142.23
2026-08-01,301115517REHIDRATANTES,301115517,REHIDRATANTES,747.41
2026-08-01,301115517RTD,301115517,RTD,2644.72
2026-08-01,301115517SPIRITS,301115517,SPIRITS,4175.39
2026-08-01,301115517TAE,301115517,TAE,124.21
2026-08-01,301116305CERVEZA-SIDRA,301116305,CERVEZA-SIDRA,160489.20
2026-08-01,301116305CIGARRO,301116305,CIGARRO,1201.73
2026-08-01,301116305ENCENDEDORES SIX,301116305,ENCENDEDORES SIX,22.42
2026-08-01,301116305REHIDRATANTES,301116305,REHIDRATANTES,984.73
2026-08-01,301116305RTD,301116305,RTD,1003.13
2026-08-01,301116305TAE,301116305,TAE,97.64
2026-08-01,301116784Articulos Six,301116784,Articulos Six,214.65
2026-08-01,301116784CERVEZA-SIDRA,301116784,CERVEZA-SIDRA,372167.73
2026-08-01,301116784CIGARRO,301116784,CIGARRO,18207.77
2026-08-01,301116784ENCENDEDORES SIX,301116784,ENCENDEDORES SIX,233.62
2026-08-01,301116784FARMACIA,301116784,FARMACIA,219.83
2026-08-01,301116784REHIDRATANTES,301116784,REHIDRATANTES,819.95
2026-08-01,301116784RTD,301116784,RTD,6612.42
2026-08-01,301116784TAE,301116784,TAE,471.91
2026-08-01,301116907CERVEZA-SIDRA,301116907,CERVEZA-SIDRA,144877.25
2026-08-01,301116907CIGARRO,301116907,CIGARRO,5994.44
2026-08-01,301116907ENCENDEDORES SIX,301116907,ENCENDEDORES SIX,210.19
2026-08-01,301116907FARMACIA,301116907,FARMACIA,101.86
2026-08-01,301116907REHIDRATANTES,301116907,REHIDRATANTES,565.22
2026-08-01,301116907RTD,301116907,RTD,1393.92
2026-08-01,301116907SPIRITS,301116907,SPIRITS,1917.49
2026-08-01,301116907TAE,301116907,TAE,133.98
2026-08-01,301116921Articulos Six,301116921,Articulos Six,569.45
2026-08-01,301116921CERVEZA-SIDRA,301116921,CERVEZA-SIDRA,169505.38
2026-08-01,301116921CIGARRO,301116921,CIGARRO,19221.29
2026-08-01,301116921ENCENDEDORES SIX,301116921,ENCENDEDORES SIX,240.76
2026-08-01,301116921REHIDRATANTES,301116921,REHIDRATANTES,767.64
2026-08-01,301116921RTD,301116921,RTD,2244.18
2026-08-01,301116921SPIRITS,301116921,SPIRITS,3326.70
2026-08-01,301116921TAE,301116921,TAE,865.44
2026-08-01,301117123Articulos Six,301117123,Articulos Six,59.48
2026-08-01,301117123CERVEZA-SIDRA,301117123,CERVEZA-SIDRA,13992.89
2026-08-01,301117123CIGARRO,301117123,CIGARRO,63.79
2026-08-01,301117123ENCENDEDORES SIX,301117123,ENCENDEDORES SIX,8.62
2026-08-01,301117123REHIDRATANTES,301117123,REHIDRATANTES,22.41
2026-08-01,301117123SPIRITS,301117123,SPIRITS,11.27
2026-08-01,301117642Articulos Six,301117642,Articulos Six,59.48
2026-08-01,301117642CERVEZA-SIDRA,301117642,CERVEZA-SIDRA,241666.79
2026-08-01,301117642CIGARRO,301117642,CIGARRO,22925.87
2026-08-01,301117642ENCENDEDORES SIX,301117642,ENCENDEDORES SIX,627.59
2026-08-01,301117642REHIDRATANTES,301117642,REHIDRATANTES,1129.71
2026-08-01,301117642RTD,301117642,RTD,3791.45
2026-08-01,301117642SPIRITS,301117642,SPIRITS,1628.03
2026-08-01,301117642TAE,301117642,TAE,506.54
2026-08-01,301117694CERVEZA-SIDRA,301117694,CERVEZA-SIDRA,26613.79
2026-08-01,301117694CIGARRO,301117694,CIGARRO,10350.87
2026-08-01,301117694RTD,301117694,RTD,310.77
2026-08-01,301117694TAE,301117694,TAE,18.50
2026-08-01,301117709Articulos Six,301117709,Articulos Six,59.48
2026-08-01,301117709CERVEZA-SIDRA,301117709,CERVEZA-SIDRA,99519.42
2026-08-01,301117709CIGARRO,301117709,CIGARRO,19296.55
2026-08-01,301117709ENCENDEDORES SIX,301117709,ENCENDEDORES SIX,36.21
2026-08-01,301117709REHIDRATANTES,301117709,REHIDRATANTES,58.00
2026-08-01,301117709RTD,301117709,RTD,127.78
2026-08-01,301117709SPIRITS,301117709,SPIRITS,118.31
2026-08-01,301117709TAE,301117709,TAE,45.06
2026-08-01,301117713CERVEZA-SIDRA,301117713,CERVEZA-SIDRA,140965.24
2026-08-01,301117713CIGARRO,301117713,CIGARRO,10281.91
2026-08-01,301117713ENCENDEDORES SIX,301117713,ENCENDEDORES SIX,36.21
2026-08-01,301117713REHIDRATANTES,301117713,REHIDRATANTES,44.83
2026-08-01,301117713RTD,301117713,RTD,2092.69
2026-08-01,301117713TAE,301117713,TAE,132.27
2026-08-01,301117834Articulos Six,301117834,Articulos Six,141.67
2026-08-01,301117834CERVEZA-SIDRA,301117834,CERVEZA-SIDRA,133417.17
2026-08-01,301117834CIGARRO,301117834,CIGARRO,26734.27
2026-08-01,301117834ENCENDEDORES SIX,301117834,ENCENDEDORES SIX,1108.34
2026-08-01,301117834FARMACIA,301117834,FARMACIA,101.86
2026-08-01,301117834RTD,301117834,RTD,3229.92
2026-08-01,301117834SPIRITS,301117834,SPIRITS,5137.18
2026-08-01,301117834TAE,301117834,TAE,158.17
2026-08-01,301117835Articulos Six,301117835,Articulos Six,161.11
2026-08-01,301117835CERVEZA-SIDRA,301117835,CERVEZA-SIDRA,69276.87
2026-08-01,301117835CIGARRO,301117835,CIGARRO,18759.27
2026-08-01,301117835ENCENDEDORES SIX,301117835,ENCENDEDORES SIX,674.99
2026-08-01,301117835REHIDRATANTES,301117835,REHIDRATANTES,198.07
2026-08-01,301117835RTD,301117835,RTD,2002.16
2026-08-01,301117835SPIRITS,301117835,SPIRITS,3156.63
2026-08-01,301117835TAE,301117835,TAE,102.95
2026-08-01,301117864Articulos Six,301117864,Articulos Six,59.48
2026-08-01,301117864CERVEZA-SIDRA,301117864,CERVEZA-SIDRA,323580.87
2026-08-01,301117864CIGARRO,301117864,CIGARRO,11308.63
2026-08-01,301117864FARMACIA,301117864,FARMACIA,339.65
2026-08-01,301117864REHIDRATANTES,301117864,REHIDRATANTES,232.00
2026-08-01,301117864RTD,301117864,RTD,4967.86
2026-08-01,301117864TAE,301117864,TAE,97.63
2026-08-01,301118129Articulos Six,301118129,Articulos Six,72.41
2026-08-01,301118129CERVEZA-SIDRA,301118129,CERVEZA-SIDRA,66091.86
2026-08-01,301118129CIGARRO,301118129,CIGARRO,4469.82
2026-08-01,301118129ENCENDEDORES SIX,301118129,ENCENDEDORES SIX,175.86
2026-08-01,301118129REHIDRATANTES,301118129,REHIDRATANTES,145.00
2026-08-01,301118129RTD,301118129,RTD,728.10
2026-08-01,301118129TAE,301118129,TAE,87.23
2026-08-01,301118215Articulos Six,301118215,Articulos Six,224.13
2026-08-01,301118215CERVEZA-SIDRA,301118215,CERVEZA-SIDRA,319791.33
2026-08-01,301118215CIGARRO,301118215,CIGARRO,28662.06
2026-08-01,301118215ENCENDEDORES SIX,301118215,ENCENDEDORES SIX,1459.50
2026-08-01,301118215FARMACIA,301118215,FARMACIA,492.23
2026-08-01,301118215REHIDRATANTES,301118215,REHIDRATANTES,1421.00
2026-08-01,301118215RTD,301118215,RTD,4852.40
2026-08-01,301118215SPIRITS,301118215,SPIRITS,1469.99
2026-08-01,301118215TAE,301118215,TAE,135.76
2026-08-01,301118250CERVEZA-SIDRA,301118250,CERVEZA-SIDRA,466808.60
2026-08-01,301118250CIGARRO,301118250,CIGARRO,6368.11
2026-08-01,301118250REHIDRATANTES,301118250,REHIDRATANTES,674.97
2026-08-01,301118250RTD,301118250,RTD,2061.26
2026-08-01,301118250SPIRITS,301118250,SPIRITS,4722.79
2026-08-01,301118250TAE,301118250,TAE,229.90
2026-08-01,301118267CERVEZA-SIDRA,301118267,CERVEZA-SIDRA,333146.55
2026-08-01,301118267CIGARRO,301118267,CIGARRO,20155.18
2026-08-01,301118267REHIDRATANTES,301118267,REHIDRATANTES,2260.72
2026-08-01,301118267RTD,301118267,RTD,2051.79
2026-08-01,301118267SPIRITS,301118267,SPIRITS,7549.37
2026-08-01,301118267TAE,301118267,TAE,748.56
2026-08-01,301118512Articulos Six,301118512,Articulos Six,149.13
2026-08-01,301118512CERVEZA-SIDRA,301118512,CERVEZA-SIDRA,149482.48
2026-08-01,301118512CIGARRO,301118512,CIGARRO,18567.23
2026-08-01,301118512ENCENDEDORES SIX,301118512,ENCENDEDORES SIX,111.21
2026-08-01,301118512REHIDRATANTES,301118512,REHIDRATANTES,290.00
2026-08-01,301118512RTD,301118512,RTD,2554.84
2026-08-01,301118512SPIRITS,301118512,SPIRITS,1961.03
2026-08-01,301118512TAE,301118512,TAE,54.29
2026-08-01,301118542Articulos Six,301118542,Articulos Six,331.91
2026-08-01,301118542CERVEZA-SIDRA,301118542,CERVEZA-SIDRA,95074.39
2026-08-01,301118542CIGARRO,301118542,CIGARRO,10943.97
2026-08-01,301118542ENCENDEDORES SIX,301118542,ENCENDEDORES SIX,442.23
2026-08-01,301118542REHIDRATANTES,301118542,REHIDRATANTES,1323.46
2026-08-01,301118542TAE,301118542,TAE,174.45
2026-08-01,301118818Articulos Six,301118818,Articulos Six,93.97
2026-08-01,301118818CERVEZA-SIDRA,301118818,CERVEZA-SIDRA,74653.06
2026-08-01,301118818CIGARRO,301118818,CIGARRO,12461.22
2026-08-01,301118818ENCENDEDORES SIX,301118818,ENCENDEDORES SIX,67.24
2026-08-01,301118818FARMACIA,301118818,FARMACIA,47.41
2026-08-01,301118818REHIDRATANTES,301118818,REHIDRATANTES,225.41
2026-08-01,301118818RTD,301118818,RTD,1711.40
2026-08-01,301118818SPIRITS,301118818,SPIRITS,2348.03
2026-08-01,301118818TAE,301118818,TAE,79.71
2026-08-01,301118929Articulos Six,301118929,Articulos Six,56.03
2026-08-01,301118929CERVEZA-SIDRA,301118929,CERVEZA-SIDRA,130969.84
2026-08-01,301118929CIGARRO,301118929,CIGARRO,12300.01
2026-08-01,301118929ENCENDEDORES SIX,301118929,ENCENDEDORES SIX,144.84
2026-08-01,301118929REHIDRATANTES,301118929,REHIDRATANTES,377.00
2026-08-01,301118929TAE,301118929,TAE,198.70
2026-08-01,301118949Articulos Six,301118949,Articulos Six,217.25
2026-08-01,301118949CERVEZA-SIDRA,301118949,CERVEZA-SIDRA,64644.57
2026-08-01,301118949CIGARRO,301118949,CIGARRO,2957.76
2026-08-01,301118949ENCENDEDORES SIX,301118949,ENCENDEDORES SIX,199.13
2026-08-01,301118949FARMACIA,301118949,FARMACIA,47.41
2026-08-01,301118949REHIDRATANTES,301118949,REHIDRATANTES,145.00
2026-08-01,301118949TAE,301118949,TAE,306.14
2026-08-01,301119250Articulos Six,301119250,Articulos Six,38.79
2026-08-01,301119250CERVEZA-SIDRA,301119250,CERVEZA-SIDRA,343674.49
2026-08-01,301119250CIGARRO,301119250,CIGARRO,23653.44
2026-08-01,301119250ENCENDEDORES SIX,301119250,ENCENDEDORES SIX,294.82
2026-08-01,301119250FARMACIA,301119250,FARMACIA,47.41
2026-08-01,301119250REHIDRATANTES,301119250,REHIDRATANTES,746.12
2026-08-01,301119250RTD,301119250,RTD,7484.73
2026-08-01,301119250SPIRITS,301119250,SPIRITS,7797.64
2026-08-01,301119250TAE,301119250,TAE,203.33
2026-08-01,301119357Articulos Six,301119357,Articulos Six,274.13
2026-08-01,301119357CERVEZA-SIDRA,301119357,CERVEZA-SIDRA,277627.93
2026-08-01,301119357CIGARRO,301119357,CIGARRO,17658.62
2026-08-01,301119357ENCENDEDORES SIX,301119357,ENCENDEDORES SIX,437.93
2026-08-01,301119357FARMACIA,301119357,FARMACIA,222.41
2026-08-01,301119357REHIDRATANTES,301119357,REHIDRATANTES,428.41
2026-08-01,301119357RTD,301119357,RTD,9775.93
2026-08-01,301119357SPIRITS,301119357,SPIRITS,6920.58
2026-08-01,301119357TAE,301119357,TAE,308.44
2026-08-01,301119703Articulos Six,301119703,Articulos Six,214.65
2026-08-01,301119703CERVEZA-SIDRA,301119703,CERVEZA-SIDRA,84742.51
2026-08-01,301119703CIGARRO,301119703,CIGARRO,11632.77
2026-08-01,301119703ENCENDEDORES SIX,301119703,ENCENDEDORES SIX,212.91
2026-08-01,301119703REHIDRATANTES,301119703,REHIDRATANTES,602.41
2026-08-01,301119703RTD,301119703,RTD,2425.84
2026-08-01,301119703SPIRITS,301119703,SPIRITS,3781.61
2026-08-01,301119703TAE,301119703,TAE,134.04
2026-08-01,301120465Articulos Six,301120465,Articulos Six,98.27
2026-08-01,301120465CERVEZA-SIDRA,301120465,CERVEZA-SIDRA,101695.72
2026-08-01,301120465CIGARRO,301120465,CIGARRO,10218.12
2026-08-01,301120465ENCENDEDORES SIX,301120465,ENCENDEDORES SIX,29.31
2026-08-01,301120465REHIDRATANTES,301120465,REHIDRATANTES,649.89
2026-08-01,301120465RTD,301120465,RTD,951.68
2026-08-01,301120465TAE,301120465,TAE,156.51
2026-08-01,301120699Articulos Six,301120699,Articulos Six,230.56
2026-08-01,301120699CERVEZA-SIDRA,301120699,CERVEZA-SIDRA,91735.90
2026-08-01,301120699CIGARRO,301120699,CIGARRO,11627.79
2026-08-01,301120699ENCENDEDORES SIX,301120699,ENCENDEDORES SIX,64.81
2026-08-01,301120699REHIDRATANTES,301120699,REHIDRATANTES,517.07
2026-08-01,301120699RTD,301120699,RTD,1550.22
2026-08-01,301120699SPIRITS,301120699,SPIRITS,2673.86
2026-08-01,301120699TAE,301120699,TAE,46.52
2026-08-01,301120870CERVEZA-SIDRA,301120870,CERVEZA-SIDRA,122109.47
2026-08-01,301120870CIGARRO,301120870,CIGARRO,5033.62
2026-08-01,301120870ENCENDEDORES SIX,301120870,ENCENDEDORES SIX,211.21
2026-08-01,301120870REHIDRATANTES,301120870,REHIDRATANTES,885.82
2026-08-01,301120870RTD,301120870,RTD,4004.83
2026-08-01,301120870SPIRITS,301120870,SPIRITS,8926.68
2026-08-01,301120870TAE,301120870,TAE,94.16
2026-08-01,301121521Articulos Six,301121521,Articulos Six,439.65
2026-08-01,301121521CERVEZA-SIDRA,301121521,CERVEZA-SIDRA,201292.30
2026-08-01,301121521CIGARRO,301121521,CIGARRO,1970.68
2026-08-01,301121521ENCENDEDORES SIX,301121521,ENCENDEDORES SIX,114.66
2026-08-01,301121521FARMACIA,301121521,FARMACIA,70.69
2026-08-01,301121521REHIDRATANTES,301121521,REHIDRATANTES,917.48
2026-08-01,301121521RTD,301121521,RTD,2414.51
2026-08-01,301121521SPIRITS,301121521,SPIRITS,3948.13
2026-08-01,301121521TAE,301121521,TAE,125.34
2026-08-01,301121759CERVEZA-SIDRA,301121759,CERVEZA-SIDRA,151328.51
2026-08-01,301121759CIGARRO,301121759,CIGARRO,18485.33
2026-08-01,301121759ENCENDEDORES SIX,301121759,ENCENDEDORES SIX,827.57
2026-08-01,301121759REHIDRATANTES,301121759,REHIDRATANTES,1073.00
2026-08-01,301121759RTD,301121759,RTD,376.49
2026-08-01,301121759SPIRITS,301121759,SPIRITS,1766.63
2026-08-01,301121759TAE,301121759,TAE,124.22
2026-08-01,301121897Articulos Six,301121897,Articulos Six,243.96
2026-08-01,301121897CERVEZA-SIDRA,301121897,CERVEZA-SIDRA,271664.66
2026-08-01,301121897CIGARRO,301121897,CIGARRO,32500.88
2026-08-01,301121897ENCENDEDORES SIX,301121897,ENCENDEDORES SIX,692.25
2026-08-01,301121897FARMACIA,301121897,FARMACIA,63.79
2026-08-01,301121897REHIDRATANTES,301121897,REHIDRATANTES,1124.41
2026-08-01,301121897RTD,301121897,RTD,2958.23
2026-08-01,301121897SPIRITS,301121897,SPIRITS,678.40
2026-08-01,301121897TAE,301121897,TAE,113.20
2026-08-01,301121917Articulos Six,301121917,Articulos Six,77.58
2026-08-01,301121917CERVEZA-SIDRA,301121917,CERVEZA-SIDRA,139775.42
2026-08-01,301121917CIGARRO,301121917,CIGARRO,10186.23
2026-08-01,301121917ENCENDEDORES SIX,301121917,ENCENDEDORES SIX,274.11
2026-08-01,301121917REHIDRATANTES,301121917,REHIDRATANTES,1001.83
2026-08-01,301121917RTD,301121917,RTD,743.13
2026-08-01,301121917SPIRITS,301121917,SPIRITS,418.65
2026-08-01,301121917TAE,301121917,TAE,62.96
2026-08-01,301122282Articulos Six,301122282,Articulos Six,118.96
2026-08-01,301122282CERVEZA-SIDRA,301122282,CERVEZA-SIDRA,254413.22
2026-08-01,301122282CIGARRO,301122282,CIGARRO,33780.18
2026-08-01,301122282ENCENDEDORES SIX,301122282,ENCENDEDORES SIX,263.78
2026-08-01,301122282REHIDRATANTES,301122282,REHIDRATANTES,1762.41
2026-08-01,301122282RTD,301122282,RTD,6523.51
2026-08-01,301122282SPIRITS,301122282,SPIRITS,419.78
2026-08-01,301122282TAE,301122282,TAE,334.42
2026-08-01,301122641Articulos Six,301122641,Articulos Six,280.17
2026-08-01,301122641CERVEZA-SIDRA,301122641,CERVEZA-SIDRA,144301.57
2026-08-01,301122641CIGARRO,301122641,CIGARRO,32352.59
2026-08-01,301122641ENCENDEDORES SIX,301122641,ENCENDEDORES SIX,317.24
2026-08-01,301122641REHIDRATANTES,301122641,REHIDRATANTES,879.23
2026-08-01,301122641RTD,301122641,RTD,2429.14
2026-08-01,301122641TAE,301122641,TAE,284.19
2026-08-01,301122735Articulos Six,301122735,Articulos Six,814.66
2026-08-01,301122735CERVEZA-SIDRA,301122735,CERVEZA-SIDRA,191214.41
2026-08-01,301122735CIGARRO,301122735,CIGARRO,25092.24
2026-08-01,301122735ENCENDEDORES SIX,301122735,ENCENDEDORES SIX,22.42
2026-08-01,301122735REHIDRATANTES,301122735,REHIDRATANTES,22.41
2026-08-01,301122735RTD,301122735,RTD,3035.57
2026-08-01,301122735SPIRITS,301122735,SPIRITS,650.76
2026-08-01,301122735TAE,301122735,TAE,159.43
2026-08-01,301122750Articulos Six,301122750,Articulos Six,586.21
2026-08-01,301122750CERVEZA-SIDRA,301122750,CERVEZA-SIDRA,331992.21
2026-08-01,301122750CIGARRO,301122750,CIGARRO,16858.63
2026-08-01,301122750ENCENDEDORES SIX,301122750,ENCENDEDORES SIX,106.04
2026-08-01,301122750REHIDRATANTES,301122750,REHIDRATANTES,288.71
2026-08-01,301122750RTD,301122750,RTD,2410.02
2026-08-01,301122750SPIRITS,301122750,SPIRITS,981.09
2026-08-01,301122750TAE,301122750,TAE,121.30
2026-08-01,301122830Articulos Six,301122830,Articulos Six,387.93
2026-08-01,301122830CERVEZA-SIDRA,301122830,CERVEZA-SIDRA,80848.25
2026-08-01,301122830CIGARRO,301122830,CIGARRO,13227.60
2026-08-01,301122830ENCENDEDORES SIX,301122830,ENCENDEDORES SIX,50.00
2026-08-01,301122830REHIDRATANTES,301122830,REHIDRATANTES,553.64
2026-08-01,301122830RTD,301122830,RTD,1380.69
2026-08-01,301122830SPIRITS,301122830,SPIRITS,1198.41
2026-08-01,301122830TAE,301122830,TAE,193.52
2026-08-01,301122904Articulos Six,301122904,Articulos Six,172.41
2026-08-01,301122904CERVEZA-SIDRA,301122904,CERVEZA-SIDRA,207681.49
2026-08-01,301122904CIGARRO,301122904,CIGARRO,14200.84
2026-08-01,301122904ENCENDEDORES SIX,301122904,ENCENDEDORES SIX,481.04
2026-08-01,301122904REHIDRATANTES,301122904,REHIDRATANTES,562.89
2026-08-01,301122904TAE,301122904,TAE,523.27
2026-08-01,301123074Articulos Six,301123074,Articulos Six,448.28
2026-08-01,301123074CERVEZA-SIDRA,301123074,CERVEZA-SIDRA,283831.02
2026-08-01,301123074CIGARRO,301123074,CIGARRO,9463.80
2026-08-01,301123074ENCENDEDORES SIX,301123074,ENCENDEDORES SIX,280.18
2026-08-01,301123074FARMACIA,301123074,FARMACIA,47.41
2026-08-01,301123074REHIDRATANTES,301123074,REHIDRATANTES,1044.00
2026-08-01,301123074RTD,301123074,RTD,2398.14
2026-08-01,301123074SPIRITS,301123074,SPIRITS,45.07
2026-08-01,301123074TAE,301123074,TAE,136.90
2026-08-01,301123144Articulos Six,301123144,Articulos Six,711.21
2026-08-01,301123144CERVEZA-SIDRA,301123144,CERVEZA-SIDRA,148642.08
2026-08-01,301123144CIGARRO,301123144,CIGARRO,19481.02
2026-08-01,301123144ENCENDEDORES SIX,301123144,ENCENDEDORES SIX,72.40
2026-08-01,301123144FARMACIA,301123144,FARMACIA,94.82
2026-08-01,301123144REHIDRATANTES,301123144,REHIDRATANTES,1074.37
2026-08-01,301123144TAE,301123144,TAE,396.23
2026-08-01,301123164CERVEZA-SIDRA,301123164,CERVEZA-SIDRA,65294.65
2026-08-01,301123164CIGARRO,301123164,CIGARRO,14216.38
2026-08-01,301123164ENCENDEDORES SIX,301123164,ENCENDEDORES SIX,131.05
2026-08-01,301123164REHIDRATANTES,301123164,REHIDRATANTES,290.00
2026-08-01,301123164TAE,301123164,TAE,125.34
2026-08-01,301123182Articulos Six,301123182,Articulos Six,1559.47
2026-08-01,301123182CERVEZA-SIDRA,301123182,CERVEZA-SIDRA,61280.19
2026-08-01,301123182CIGARRO,301123182,CIGARRO,9602.61
2026-08-01,301123182ENCENDEDORES SIX,301123182,ENCENDEDORES SIX,362.09
2026-08-01,301123182FARMACIA,301123182,FARMACIA,424.14
2026-08-01,301123182REHIDRATANTES,301123182,REHIDRATANTES,502.23
2026-08-01,301123182TAE,301123182,TAE,177.91
2026-08-01,301123241Articulos Six,301123241,Articulos Six,492.23
2026-08-01,301123241CERVEZA-SIDRA,301123241,CERVEZA-SIDRA,70281.92
2026-08-01,301123241CIGARRO,301123241,CIGARRO,11461.19
2026-08-01,301123241ENCENDEDORES SIX,301123241,ENCENDEDORES SIX,25.00
2026-08-01,301123241FARMACIA,301123241,FARMACIA,70.69
2026-08-01,301123241REHIDRATANTES,301123241,REHIDRATANTES,507.52
2026-08-01,301123241RTD,301123241,RTD,591.53
2026-08-01,301123241TAE,301123241,TAE,36.40
2026-08-01,301123336Articulos Six,301123336,Articulos Six,278.43
2026-08-01,301123336CERVEZA-SIDRA,301123336,CERVEZA-SIDRA,90660.34
2026-08-01,301123336CIGARRO,301123336,CIGARRO,13918.96
2026-08-01,301123336ENCENDEDORES SIX,301123336,ENCENDEDORES SIX,174.16
2026-08-01,301123336REHIDRATANTES,301123336,REHIDRATANTES,299.24
